Direction;StartTime;StartPrice;EndTime;EndPrice;LineLength;AvgDiff;LastCandlesDiff;PrevLineLength;MaxDeviation;Duration;Angle;;;;;;;;;;;;
BUY;13.02.2023 03:15;1.06596;14.02.2023 17:00;1.07641;105;0.0737;0.2683;19.2308;0.5037;37.75;2.7815;;;;;;;;;;;;
SELL;14.02.2023 17:00;1.07641;15.02.2023 19:15;1.06662;98;0.0773;0.1025;6.6667;0.3806;26.25;3.7333;;;;;;;;;;;;
BUY;15.02.2023 19:15;1.06662;16.02.2023 10:15;1.0719;53;0.0459;0.0695;45.9184;0.1671;15;3.5333;;;;;;;;;;;;
SELL;16.02.2023 10:15;1.0719;17.02.2023 14:00;1.06173;102;0.0721;0.0681;-92.4528;0.3288;27.75;3.6757;;;;;;;;;;;;
BUY;17.02.2023 14:00;1.06173;20.02.2023 09:30;1.07017;84;0.0628;0.0424;17.6471;0.1935;67.5;1.2444;;;;;;;;;;;;
SELL;20.02.2023 09:30;1.07017;27.02.2023 08:30;1.05342;168;0.0622;0.0488;-100;0.2671;167;1.006;;;;;;;;;;;;
BUY;27.02.2023 08:30;1.05342;28.02.2023 17:00;1.06411;107;0.069;0.1051;36.3095;0.3175;32.5;3.2923;;;;;;;;;;;;
SELL;28.02.2023 17:00;1.06411;01.03.2023 02:30;1.05653;76;0.0621;0.0337;28.972;0.0758;9.5;8;;;;;;;;;;;;
BUY;01.03.2023 02:30;1.05653;01.03.2023 14:45;1.06866;121;0.076;0.1032;-59.2105;0.2868;12.25;9.8776;;;;;;;;;;;;
SELL;01.03.2023 14:45;1.06866;02.03.2023 20:00;1.05777;109;0.0745;0.0786;9.9174;0.3075;29.25;3.7265;;;;;;;;;;;;
BUY;02.03.2023 20:00;1.05777;06.03.2023 18:45;1.06936;116;0.064;0.1186;-6.422;0.6061;94.75;1.2243;;;;;;;;;;;;
SELL;06.03.2023 18:45;1.06936;08.03.2023 05:45;1.05294;164;0.0648;0.0429;-41.3793;0.7037;35;4.6857;;;;;;;;;;;;
BUY;08.03.2023 05:45;1.05294;10.03.2023 17:30;1.0697;168;0.0738;0.2312;-2.439;1.0195;59.75;2.8117;;;;;;;;;;;;
SELL;10.03.2023 17:30;1.0697;10.03.2023 22:45;1.06372;60;0.0951;0.0717;64.2857;0.0612;5.25;11.4286;;;;;;;;;;;;
BUY;10.03.2023 22:45;1.06372;13.03.2023 10:30;1.07346;97;0.1006;0.0866;-61.6667;0.5709;59.75;1.6234;;;;;;;;;;;;
SELL;13.03.2023 10:30;1.07346;13.03.2023 14:15;1.06601;75;0.1417;0.1621;22.6804;0.1091;3.75;20;;;;;;;;;;;;
BUY;13.03.2023 14:15;1.06601;13.03.2023 20:00;1.07476;88;0.1602;0.1409;-17.3333;0.2353;5.75;15.3043;;;;;;;;;;;;
SELL;13.03.2023 20:00;1.07476;14.03.2023 10:30;1.06832;64;0.0627;0.0934;27.2727;0.2502;14.5;4.4138;;;;;;;;;;;;
BUY;14.03.2023 10:30;1.06832;15.03.2023 05:00;1.07581;75;0.0892;0.0623;-17.1875;0.2322;18.5;4.0541;;;;;;;;;;;;
SELL;15.03.2023 05:00;1.07581;15.03.2023 18:30;1.05226;235;0.134;0.1987;-213.3333;0.9159;13.5;17.4074;;;;;;;;;;;;
BUY;15.03.2023 18:30;1.05226;16.03.2023 11:00;1.06317;109;0.0794;0.0921;53.617;0.3048;16.5;6.6061;;;;;;;;;;;;
SELL;16.03.2023 11:00;1.06317;16.03.2023 16:15;1.05761;56;0.1467;0.1905;48.6239;0.3435;5.25;10.6667;;;;;;;;;;;;
BUY;16.03.2023 16:15;1.05761;20.03.2023 04:15;1.06881;112;0.087;0.0641;-100;0.1707;84;1.3333;;;;;;;;;;;;
SELL;20.03.2023 04:15;1.06881;20.03.2023 11:15;1.06317;56;0.089;0.1318;50;0.3262;7;8;;;;;;;;;;;;
BUY;20.03.2023 11:15;1.06317;23.03.2023 09:30;1.09248;293;0.0681;0.0686;-423.2143;0.7439;70.25;4.1708;;;;;;;;;;;;
SELL;23.03.2023 09:30;1.09248;24.03.2023 12:45;1.07257;199;0.0897;0.2;32.0819;0.8835;27.25;7.3028;;;;;;;;;;;;
BUY;24.03.2023 12:45;1.07257;31.03.2023 04:15;1.09205;195;0.0628;0.0448;2.0101;0.6855;159.5;1.2226;;;;;;;;;;;;
SELL;31.03.2023 04:15;1.09205;03.04.2023 06:45;1.079;131;0.0718;0.0591;32.8205;0.3938;74.5;1.7584;;;;;;;;;;;;
BUY;03.04.2023 06:45;1.079;04.04.2023 17:45;1.09695;180;0.0738;0.1301;-37.4046;0.6619;35;5.1429;;;;;;;;;;;;
SELL;04.04.2023 17:45;1.09695;10.04.2023 17:15;1.08337;136;0.0499;0.1235;24.4444;0.7225;143.5;0.9477;;;;;;;;;;;;
BUY;10.04.2023 17:15;1.08337;14.04.2023 08:45;1.10744;241;0.0532;0.0444;-77.2059;0.3636;87.5;2.7543;;;;;;;;;;;;
SELL;14.04.2023 08:45;1.10744;17.04.2023 19:45;1.09117;163;0.0663;0.0675;32.3651;0.6402;83;1.9639;;;;;;;;;;;;
BUY;17.04.2023 19:45;1.09117;19.04.2023 04:00;1.09831;71;0.045;0.0251;56.4417;0.1345;32.25;2.2016;;;;;;;;;;;;
SELL;19.04.2023 04:00;1.09831;19.04.2023 14:15;1.09197;63;0.0682;0.0938;11.2676;0.2697;10.25;6.1463;;;;;;;;;;;;
BUY;19.04.2023 14:15;1.09197;25.04.2023 04:15;1.10667;147;0.0577;0.042;-133.3333;0.7322;134;1.097;;;;;;;;;;;;
SELL;25.04.2023 04:15;1.10667;25.04.2023 20:00;1.09657;101;0.0682;0.0765;31.2925;0.3151;15.75;6.4127;;;;;;;;;;;;
BUY;25.04.2023 20:00;1.09657;26.04.2023 16:15;1.10876;122;0.0668;0.1471;-20.7921;0.5558;20.25;6.0247;;;;;;;;;;;;
SELL;26.04.2023 16:15;1.10876;28.04.2023 15:30;1.09714;116;0.0695;0.097;4.918;0.4621;47.25;2.455;;;;;;;;;;;;
BUY;28.04.2023 15:30;1.09714;28.04.2023 18:30;1.10416;70;0.1589;0.1338;39.6552;0.1426;3;23.3333;;;;;;;;;;;;
SELL;28.04.2023 18:30;1.10416;02.05.2023 16:45;1.09432;98;0.0548;0.0811;-40;0.6059;94.25;1.0398;;;;;;;;;;;;
BUY;02.05.2023 16:45;1.09432;04.05.2023 09:00;1.10906;147;0.0651;0.0424;-50;0.1045;40.25;3.6522;;;;;;;;;;;;
SELL;04.05.2023 09:00;1.10906;05.05.2023 15:30;1.09725;118;0.0808;0.0944;19.7279;0.4912;30.5;3.8689;;;;;;;;;;;;
BUY;05.05.2023 15:30;1.09725;08.05.2023 14:00;1.10504;78;0.0597;0.0672;33.8983;0.2323;70.5;1.1064;;;;;;;;;;;;
SELL;08.05.2023 14:00;1.10504;10.05.2023 15:15;1.09453;105;0.0477;0.0491;-34.6154;0.247;49.25;2.132;;;;;;;;;;;;
BUY;10.05.2023 15:15;1.09453;10.05.2023 15:45;1.10008;55;0.2466;0.2466;47.619;0.2647;0.5;110;;;;;;;;;;;;
SELL;10.05.2023 15:45;1.10008;12.05.2023 19:30;1.08488;152;0.0575;0.0633;-176.3636;0.5474;51.75;2.9372;;;;;;;;;;;;
BUY;12.05.2023 19:30;1.08488;16.05.2023 12:00;1.08992;50;0.0408;0.0784;67.1053;0.3196;88.5;0.565;;;;;;;;;;;;
SELL;16.05.2023 12:00;1.08992;19.05.2023 07:30;1.07613;138;0.0514;0.0365;-176;0.3126;67.5;2.0444;;;;;;;;;;;;
BUY;19.05.2023 07:30;1.07613;22.05.2023 04:15;1.08285;67;0.0631;0.0483;51.4493;0.1887;68.75;0.9745;;;;;;;;;;;;
SELL;22.05.2023 04:15;1.08285;30.05.2023 10:15;1.06775;151;0.0525;0.0865;-125.3731;0.4406;198;0.7626;;;;;;;;;;;;
BUY;30.05.2023 10:15;1.06775;30.05.2023 14:45;1.0744;67;0.0887;0.0776;55.6291;0.0866;4.5;14.8889;;;;;;;;;;;;
SELL;30.05.2023 14:45;1.0744;31.05.2023 19:30;1.06361;108;0.0652;0.1158;-61.194;0.5442;28.75;3.7565;;;;;;;;;;;;
BUY;31.05.2023 19:30;1.06361;02.06.2023 13:30;1.07748;139;0.058;0.0704;-28.7037;0.224;42;3.3095;;;;;;;;;;;;
SELL;02.06.2023 13:30;1.07748;05.06.2023 15:30;1.06771;98;0.0563;0.0492;29.4964;0.1689;74;1.3243;;;;;;;;;;;;
BUY;05.06.2023 15:30;1.06771;06.06.2023 08:00;1.07301;53;0.0463;0.0358;45.9184;0.1099;16.5;3.2121;;;;;;;;;;;;
SELL;06.06.2023 08:00;1.07301;07.06.2023 10:00;1.06696;61;0.0512;0.0549;-15.0943;0.1896;26;2.3462;;;;;;;;;;;;
BUY;07.06.2023 10:00;1.06696;08.06.2023 19:15;1.07864;117;0.0581;0.0752;-91.8033;0.5045;33.25;3.5188;;;;;;;;;;;;
SELL;08.06.2023 19:15;1.07864;12.06.2023 05:30;1.07349;51;0.0392;0.0312;56.4103;0.1386;82.25;0.6201;;;;;;;;;;;;
BUY;12.06.2023 05:30;1.07349;14.06.2023 19:45;1.08622;127;0.0521;0.0503;-149.0196;0.6062;62.25;2.0402;;;;;;;;;;;;
SELL;14.06.2023 19:45;1.08622;15.06.2023 08:00;1.08075;55;0.0618;0.0321;56.6929;0.1355;12.25;4.4898;;;;;;;;;;;;
BUY;15.06.2023 08:00;1.08075;16.06.2023 15:00;1.09668;159;0.064;0.061;-189.0909;0.2672;31;5.129;;;;;;;;;;;;
SELL;16.06.2023 15:00;1.09668;20.06.2023 17:30;1.08987;68;0.0503;0.0974;57.2327;0.3928;98.5;0.6904;;;;;;;;;;;;
BUY;20.06.2023 17:30;1.08987;22.06.2023 13:15;1.10071;108;0.048;0.0632;-58.8235;0.4181;43.75;2.4686;;;;;;;;;;;;
SELL;22.06.2023 13:15;1.10071;23.06.2023 11:45;1.08491;158;0.0617;0.1346;-46.2963;0.597;22.5;7.0222;;;;;;;;;;;;
BUY;23.06.2023 11:45;1.08491;27.06.2023 16:30;1.09755;126;0.051;0.0822;20.2532;0.5256;100.75;1.2506;;;;;;;;;;;;
SELL;27.06.2023 16:30;1.09755;29.06.2023 07:45;1.08854;90;0.0517;0.0342;28.5714;0.3185;39.25;2.293;;;;;;;;;;;;
BUY;29.06.2023 07:45;1.08854;29.06.2023 14:45;1.09387;53;0.0618;0.0518;41.1111;0.1014;7;7.5714;;;;;;;;;;;;
SELL;29.06.2023 14:45;1.09387;30.06.2023 11:45;1.08388;100;0.0579;0.0786;-88.6792;0.2255;21;4.7619;;;;;;;;;;;;
BUY;30.06.2023 11:45;1.08388;30.06.2023 17:00;1.09255;87;0.0792;0.1128;13;0.3624;5.25;16.5714;;;;;;;;;;;;
SELL;30.06.2023 17:00;1.09255;06.07.2023 07:15;1.08339;92;0.0461;0.0347;-5.7471;0.5501;134.25;0.6853;;;;;;;;;;;;
BUY;06.07.2023 07:15;1.08339;06.07.2023 15:00;1.08967;63;0.0767;0.0795;31.5217;0.212;7.75;8.129;;;;;;;;;;;;
SELL;06.07.2023 15:00;1.08967;06.07.2023 17:30;1.08398;57;0.1753;0.1841;9.5238;0.2674;2.5;22.8;;;;;;;;;;;;
BUY;06.07.2023 17:30;1.08398;18.07.2023 10:00;1.12717;432;0.0545;0.0677;-657.8947;0.4127;280.5;1.5401;;;;;;;;;;;;
SELL;18.07.2023 10:00;1.12717;25.07.2023 16:15;1.10269;245;0.0584;0.0683;43.287;0.7002;174.25;1.406;;;;;;;;;;;;
BUY;25.07.2023 16:15;1.10269;27.07.2023 13:00;1.11465;120;0.0577;0.07;51.0204;0.4374;44.75;2.6816;;;;;;;;;;;;
SELL;27.07.2023 13:00;1.11465;28.07.2023 11:00;1.09511;195;0.0894;0.1427;-62.5;0.2654;22;8.8636;;;;;;;;;;;;
BUY;28.07.2023 11:00;1.09511;31.07.2023 17:00;1.10424;91;0.0685;0.0844;53.3333;0.2465;78;1.1667;;;;;;;;;;;;
SELL;31.07.2023 17:00;1.10424;01.08.2023 15:45;1.09563;86;0.0527;0.0703;5.4945;0.1882;22.75;3.7802;;;;;;;;;;;;
BUY;01.08.2023 15:45;1.09563;02.08.2023 00:45;1.10189;63;0.0693;0.0569;26.7442;0.3125;9;7;;;;;;;;;;;;
SELL;02.08.2023 00:45;1.10189;03.08.2023 11:30;1.09166;102;0.0604;0.0803;-61.9048;0.1761;34.75;2.9353;;;;;;;;;;;;
BUY;03.08.2023 11:30;1.09166;04.08.2023 18:30;1.10407;124;0.0734;0.11;-21.5686;0.8559;31;4;;;;;;;;;;;;
SELL;04.08.2023 18:30;1.10407;08.08.2023 16:45;1.09374;103;0.0513;0.0903;16.9355;0.5998;94.25;1.0928;;;;;;;;;;;;
BUY;08.08.2023 16:45;1.09374;10.08.2023 15:45;1.1042;105;0.0521;0.1237;-1.9417;0.443;47;2.234;;;;;;;;;;;;
SELL;10.08.2023 15:45;1.1042;14.08.2023 16:45;1.08815;161;0.0627;0.1003;-53.3333;0.642;97;1.6598;;;;;;;;;;;;
BUY;14.08.2023 16:45;1.08815;15.08.2023 16:00;1.09469;65;0.0606;0.1057;59.6273;0.4449;23.25;2.7957;;;;;;;;;;;;
SELL;15.08.2023 16:00;1.09469;17.08.2023 04:15;1.08627;84;0.0557;0.0389;-29.2308;0.3219;36.25;2.3172;;;;;;;;;;;;
BUY;17.08.2023 04:15;1.08627;17.08.2023 16:00;1.09143;52;0.0575;0.0886;38.0952;0.3232;11.75;4.4255;;;;;;;;;;;;
SELL;17.08.2023 16:00;1.09143;18.08.2023 15:30;1.08512;63;0.0561;0.0655;-21.1538;0.178;23.5;2.6809;;;;;;;;;;;;
BUY;18.08.2023 15:30;1.08512;22.08.2023 10:30;1.09293;78;0.0483;0.0556;-23.8095;0.3629;91;0.8571;;;;;;;;;;;;
SELL;22.08.2023 10:30;1.09293;23.08.2023 15:45;1.08042;125;0.0562;0.0622;-60.2564;0.4025;29.25;4.2735;;;;;;;;;;;;
BUY;23.08.2023 15:45;1.08042;24.08.2023 08:15;1.08737;70;0.051;0.0373;44;0.0588;16.5;4.2424;;;;;;;;;;;;
SELL;24.08.2023 08:15;1.08737;25.08.2023 10:45;1.07712;102;0.0546;0.0748;-45.7143;0.176;26.5;3.8491;;;;;;;;;;;;
BUY;25.08.2023 10:45;1.07712;25.08.2023 17:00;1.08314;60;0.0782;0.1035;41.1765;0.2686;6.25;9.6;;;;;;;;;;;;
SELL;25.08.2023 17:00;1.08314;25.08.2023 17:45;1.07715;60;0.2959;0.2959;0;0.279;0.75;80;;;;;;;;;;;;
BUY;25.08.2023 17:45;1.07715;29.08.2023 06:15;1.08378;66;0.0464;0.0376;-10;0.2642;84.5;0.7811;;;;;;;;;;;;
SELL;29.08.2023 06:15;1.08378;29.08.2023 16:00;1.07838;54;0.06;0.084;18.1818;0.1953;9.75;5.5385;;;;;;;;;;;;
BUY;29.08.2023 16:00;1.07838;30.08.2023 16:45;1.09448;161;0.0687;0.1173;-198.1481;0.5398;24.75;6.5051;;;;;;;;;;;;
SELL;30.08.2023 16:45;1.09448;07.09.2023 16:45;1.06917;253;0.0525;0.0752;-57.1429;0.2523;192;1.3177;;;;;;;;;;;;
BUY;07.09.2023 16:45;1.06917;11.09.2023 19:15;1.07577;66;0.0512;0.0793;73.913;0.365;98.5;0.6701;;;;;;;;;;;;
SELL;11.09.2023 19:15;1.07577;12.09.2023 15:45;1.07073;50;0.0454;0.0704;24.2424;0.3038;20.5;2.439;;;;;;;;;;;;
BUY;12.09.2023 15:45;1.07073;13.09.2023 03:30;1.07613;54;0.0526;0.0355;-8;0.1328;11.75;4.5957;;;;;;;;;;;;
SELL;13.09.2023 03:30;1.07613;14.09.2023 21:45;1.06345;127;0.0649;0.056;-135.1852;0.8719;42.25;3.0059;;;;;;;;;;;;
BUY;14.09.2023 21:45;1.06345;20.09.2023 19:15;1.07366;102;0.046;0.0758;19.685;0.5248;141.5;0.7208;;;;;;;;;;;;
SELL;20.09.2023 19:15;1.07366;27.09.2023 21:00;1.04924;244;0.0587;0.0819;-139.2157;0.715;169.75;1.4374;;;;;;;;;;;;
BUY;27.09.2023 21:00;1.04924;29.09.2023 13:00;1.06154;123;0.0609;0.0711;49.5902;0.3865;40;3.075;;;;;;;;;;;;
SELL;29.09.2023 13:00;1.06154;03.10.2023 18:45;1.04524;163;0.0671;0.1494;-32.5203;0.8266;101.75;1.602;;;;;;;;;;;;
BUY;03.10.2023 18:45;1.04524;06.10.2023 14:45;1.0566;114;0.0591;0.0627;30.0613;0.2589;68;1.6765;;;;;;;;;;;;
SELL;06.10.2023 14:45;1.0566;06.10.2023 15:45;1.04964;70;0.2177;0.2177;38.5965;0.4375;1;70;;;;;;;;;;;;
BUY;06.10.2023 15:45;1.04964;06.10.2023 21:15;1.05977;101;0.1453;0.0862;-44.2857;0.1362;5.5;18.3636;;;;;;;;;;;;
SELL;06.10.2023 21:15;1.05977;09.10.2023 10:45;1.0523;75;0.055;0.083;25.7426;0.4064;61.5;1.2195;;;;;;;;;;;;
BUY;09.10.2023 10:45;1.0523;12.10.2023 09:30;1.06387;116;0.0592;0.047;-54.6667;0.3113;70.75;1.6396;;;;;;;;;;;;
SELL;12.10.2023 09:30;1.06387;13.10.2023 18:00;1.05001;139;0.0658;0.1011;-19.8276;0.3476;32.5;4.2769;;;;;;;;;;;;
BUY;13.10.2023 18:00;1.05001;17.10.2023 19:15;1.05923;92;0.0577;0.1013;33.8129;0.4949;97.25;0.946;;;;;;;;;;;;
SELL;17.10.2023 19:15;1.05923;18.10.2023 19:00;1.0524;68;0.0579;0.0971;26.087;0.4037;23.75;2.8632;;;;;;;;;;;;
BUY;18.10.2023 19:00;1.0524;24.10.2023 10:00;1.06875;164;0.0574;0.0506;-141.1765;0.8072;135;1.2148;;;;;;;;;;;;
SELL;24.10.2023 10:00;1.06875;26.10.2023 18:15;1.05257;162;0.0593;0.1112;1.2195;0.2661;56.25;2.88;;;;;;;;;;;;
BUY;26.10.2023 18:15;1.05257;31.10.2023 12:45;1.06682;143;0.0567;0.1048;11.7284;0.8449;114.5;1.2489;;;;;;;;;;;;
SELL;31.10.2023 12:45;1.06682;01.11.2023 16:15;1.05241;144;0.0619;0.0725;-0.6993;0.2818;27.5;5.2364;;;;;;;;;;;;
BUY;01.11.2023 16:15;1.05241;02.11.2023 16:00;1.06644;140;0.0689;0.0826;2.7778;0.4253;23.75;5.8947;;;;;;;;;;;;
SELL;02.11.2023 16:00;1.06644;02.11.2023 19:30;1.06137;51;0.0971;0.0902;63.5714;0.074;3.5;14.5714;;;;;;;;;;;;
BUY;02.11.2023 19:30;1.06137;06.11.2023 11:00;1.07542;141;0.0543;0.0769;-176.4706;0.1971;87.5;1.6114;;;;;;;;;;;;
SELL;06.11.2023 11:00;1.07542;08.11.2023 11:00;1.06625;92;0.0488;0.0606;34.7518;0.2239;48;1.9167;;;;;;;;;;;;
BUY;08.11.2023 11:00;1.06625;09.11.2023 16:45;1.0724;62;0.0553;0.0897;32.6087;0.3403;29.75;2.084;;;;;;;;;;;;
SELL;09.11.2023 16:45;1.0724;09.11.2023 21:30;1.06616;62;0.1007;0.1185;0;0.2535;4.75;13.0526;;;;;;;;;;;;
BUY;09.11.2023 21:30;1.06616;14.11.2023 22:15;1.08865;225;0.0548;0.0474;-262.9032;1.5613;120.75;1.8634;;;;;;;;;;;;
SELL;14.11.2023 22:15;1.08865;16.11.2023 05:15;1.08323;54;0.0546;0.0476;76;0.2695;31;1.7419;;;;;;;;;;;;
BUY;16.11.2023 05:15;1.08323;16.11.2023 17:15;1.08908;59;0.0614;0.1181;-9.2593;0.358;12;4.9167;;;;;;;;;;;;
SELL;16.11.2023 17:15;1.08908;17.11.2023 10:00;1.083;61;0.0473;0.0556;-3.3898;0.1796;16.75;3.6418;;;;;;;;;;;;
BUY;17.11.2023 10:00;1.083;21.11.2023 06:00;1.09647;135;0.057;0.0432;-121.3115;0.2508;92;1.4674;;;;;;;;;;;;
SELL;21.11.2023 06:00;1.09647;22.11.2023 17:00;1.08538;111;0.0626;0.1273;17.7778;0.5374;35;3.1714;;;;;;;;;;;;
BUY;22.11.2023 17:00;1.08538;29.11.2023 03:15;1.10129;159;0.0499;0.0521;-43.2432;0.5498;154.25;1.0308;;;;;;;;;;;;
SELL;29.11.2023 03:15;1.10129;01.12.2023 17:30;1.08371;176;0.0658;0.116;-10.6918;0.498;62.25;2.8273;;;;;;;;;;;;
BUY;01.12.2023 17:30;1.08371;04.12.2023 01:15;1.0893;56;0.0742;0.0514;68.1818;0.14;55.75;1.0045;;;;;;;;;;;;
SELL;04.12.2023 01:15;1.0893;07.12.2023 07:00;1.07583;135;0.0562;0.0304;-141.0714;0.1915;77.75;1.7363;;;;;;;;;;;;
BUY;07.12.2023 07:00;1.07583;07.12.2023 19:45;1.08135;55;0.0771;0.0816;59.2593;0.3212;12.75;4.3137;;;;;;;;;;;;
SELL;07.12.2023 19:45;1.08135;08.12.2023 16:00;1.07358;78;0.056;0.1228;-41.8182;0.4082;20.25;3.8519;;;;;;;;;;;;
BUY;08.12.2023 16:00;1.07358;14.12.2023 19:15;1.1005;269;0.0642;0.1084;-244.8718;1.6866;147.25;1.8268;;;;;;;;;;;;
SELL;14.12.2023 19:15;1.1005;15.12.2023 21:15;1.0892;113;0.0701;0.0674;57.9926;0.5329;26;4.3462;;;;;;;;;;;;
BUY;15.12.2023 21:15;1.0892;19.12.2023 17:45;1.09858;94;0.052;0.0949;16.8142;0.5241;92.5;1.0162;;;;;;;;;;;;
SELL;19.12.2023 17:45;1.09858;20.12.2023 22:45;1.09316;54;0.0498;0.0635;42.5532;0.321;29;1.8621;;;;;;;;;;;;
BUY;20.12.2023 22:45;1.09316;28.12.2023 11:30;1.11366;205;0.0492;0.0774;-279.6296;0.6943;180.75;1.1342;;;;;;;;;;;;
SELL;28.12.2023 11:30;1.11366;03.01.2024 21:00;1.08956;241;0.0622;0.0665;-17.561;0.8148;153.5;1.57;;;;;;;;;;;;
BUY;03.01.2024 21:00;1.08956;04.01.2024 11:45;1.09674;72;0.053;0.0877;70.1245;0.2811;14.75;4.8814;;;;;;;;;;;;
SELL;04.01.2024 11:45;1.09674;05.01.2024 12:15;1.09048;63;0.0519;0.0815;12.5;0.2689;24.5;2.5714;;;;;;;;;;;;
BUY;05.01.2024 12:15;1.09048;05.01.2024 17:30;1.09893;85;0.1239;0.2096;-34.9206;0.7357;5.25;16.1905;;;;;;;;;;;;
SELL;05.01.2024 17:30;1.09893;08.01.2024 11:15;1.09263;63;0.0533;0.0715;25.8824;0.2173;65.75;0.9582;;;;;;;;;;;;
BUY;08.01.2024 11:15;1.09263;08.01.2024 18:30;1.09772;51;0.0678;0.0736;19.0476;0.1098;7.25;7.0345;;;;;;;;;;;;
SELL;08.01.2024 18:30;1.09772;09.01.2024 18:00;1.09163;61;0.0527;0.0825;-19.6078;0.284;23.5;2.5957;;;;;;;;;;;;
BUY;09.01.2024 18:00;1.09163;11.01.2024 15:15;1.09883;72;0.0446;0.0535;-18.0328;0.2233;45.25;1.5912;;;;;;;;;;;;
SELL;11.01.2024 15:15;1.09883;11.01.2024 17:00;1.09306;58;0.2187;0.2187;19.4444;0.2376;1.75;33.1429;;;;;;;;;;;;
BUY;11.01.2024 17:00;1.09306;12.01.2024 04:00;1.09837;53;0.0707;0.0394;8.6207;0.0636;11;4.8182;;;;;;;;;;;;
SELL;12.01.2024 04:00;1.09837;17.01.2024 16:45;1.08489;135;0.0543;0.0913;-154.717;0.5651;132.75;1.0169;;;;;;;;;;;;
BUY;17.01.2024 16:45;1.08489;18.01.2024 08:15;1.0905;56;0.0534;0.0401;58.5185;0.1099;15.5;3.6129;;;;;;;;;;;;
SELL;18.01.2024 08:15;1.0905;18.01.2024 16:30;1.08502;55;0.0745;0.105;1.7857;0.2512;8.25;6.6667;;;;;;;;;;;;
BUY;18.01.2024 16:30;1.08502;23.01.2024 09:00;1.09147;64;0.0489;0.0408;-16.3636;0.3225;112.5;0.5689;;;;;;;;;;;;
SELL;23.01.2024 09:00;1.09147;23.01.2024 17:30;1.08233;91;0.0743;0.0951;-42.1875;0.3189;8.5;10.7059;;;;;;;;;;;;
BUY;23.01.2024 17:30;1.08233;24.01.2024 16:15;1.09313;108;0.0543;0.0859;-18.6813;0.3815;22.75;4.7473;;;;;;;;;;;;
SELL;24.01.2024 16:15;1.09313;26.01.2024 09:30;1.08158;115;0.0539;0.0517;-6.4815;0.3202;41.25;2.7879;;;;;;;;;;;;
